genome,guild_id,ontology,CUE,rgrowth
72942.212.1_72942.76.1_Mesorhizobium_HA56_2522572099.assembly,guild_36,carbohydrate,0.689099515275737,0.003218570778808456
72942.212.1_72942.77.1_Microbacterium_HA36_2522572100.assembly,guild_37,carbohydrate,0.5407665864103122,0.0029599103565627954
72942.212.1_72942.8.1_Micromonosporaceae_HE70_2558860141.assembly,guild_38,carbohydrate,0.5482697980877888,0.001675858894786194
72942.212.1_72942.9.1_Rhodospirillales_HD17_2590828823.assembly,guild_39,carbohydrate,0.565246625480825,0.009425166294479067
72942.212.1_72942.10.1_Streptomyces_HA41_2561511090.assembly,guild_1,carbohydrate,0.6617231154540174,0.002578976583383138
72942.212.1_72942.11.1_Solirubrobacterales_HD59_2558860160.assembly,guild_2,carbohydrate,0.5456856987427748,0.017104251476584478
72942.212.1_72942.2.1_Geodermatophilaceae_HB48_2562617054.assembly,guild_3,carbohydrate,0.5060896974989103,0.019747487597192373
72942.212.1_72942.22.1_Dongia_HE60_2556921676.assembly,guild_4,carbohydrate,0.43245151702195433,0.013124784680824626
72942.212.1_72942.23.1_Intrasporangiaceae_HB13_2558309151.assembly,guild_5,carbohydrate,0.7033191601537733,0.002726029155479406
72942.212.1_72942.24.1_Cellulomonas_HE23_2556921112.assembly,guild_6,carbohydrate,0.513286996432348,0.002157216365444029
72942.212.1_72942.25.1_Geodermatophilaceae_HA31_2556921099.assembly,guild_7,carbohydrate,0.6823255991462429,0.022276584592817048
72942.212.1_72942.26.1_Sphingomonas_HD57_2556921109.assembly,guild_8,carbohydrate,0.17562327826261787,0.015866521901133943
72942.212.1_72942.27.1_Staphylococcus_HA57_2556921095.assembly,guild_9,carbohydrate,0.34502206114810774,0.027559011234418326
72942.212.1_72942.28.1_Mycobacterium_HB44_2556921043.assembly,guild_10,carbohydrate,0.5950369196665399,0.011744748437726832
72942.212.1_72942.3.1_Blastococcus_HD36_2561511235.assembly,guild_11,carbohydrate,0.4291668266248674,0.013062270320169055
72942.212.1_72942.31.1_Mesorhizobium_HC08_2556921042.assembly,guild_12,carbohydrate,0.6880340119069441,0.0021556679760730635
72942.212.1_72942.37.1_Pseudomonas_HB15_2556921040.assembly,guild_13,carbohydrate,0.6039120108612792,0.004938704982133791
72942.212.1_72942.38.1_Paenibacillus_HA14_2556921041.assembly,guild_14,carbohydrate,0.6352822835441478,0.0029627632860137055
72942.212.1_72942.39.1_Acidobacteria_HE68_2556921018.assembly,guild_15,carbohydrate,0.5836967957629127,0.011705213745467373
72942.212.1_72942.4.1_Nocardioides_HA20_2558860971.assembly,guild_16,carbohydrate,0.46066725541772835,0.018055024561923302
72942.212.1_72942.40.1_Geodermatophilaceae_HB62_2556921017.assembly,guild_17,carbohydrate,0.44331468496323556,0.022719561224479413
72942.212.1_72942.42.1_Variovorax_HB20_2556921005.assembly,guild_18,carbohydrate,0.3286098165843801,0.011420238150834915
72942.212.1_72942.43.1_Bradyrhizobium_HA13_2546825533.assembly,guild_19,carbohydrate,0.635230381700651,0.01334849099930336
72942.212.1_72942.44.1_Lysobacter_HA19_2523231029.assembly,guild_20,carbohydrate,0.19169895534979173,0.01703026865807545
72942.212.1_72942.45.1_Rhodospirillales_HD88_2546825534.assembly,guild_21,carbohydrate,0.05244599606173341,0.005749219113938098
72942.212.1_72942.46.1_Comamonadaceae_HA28_2523231025.assembly,guild_22,carbohydrate,0.11621465702262015,0.012000772141739429
72942.212.1_72942.5.1_Bradyrhizobium_HD69_2561511129.assembly,guild_23,carbohydrate,0.20633483992814697,0.008871341521027644
72942.212.1_72942.55.1_Sphingomonas_HD07_2523231013.assembly,guild_24,carbohydrate,0.3447929920946074,0.019111489123263874
72942.212.1_72942.57.1_Cellulomonas_HD24_2522572149.assembly,guild_25,carbohydrate,0.5237180399995449,0.002043179348145314
72942.212.1_72942.58.1_Bacillus_HB09_2522572150.assembly,guild_26,carbohydrate,0.7245544245709228,0.10353117978837191
72942.212.1_72942.59.1_Marmoricola_HB36_2523231010.assembly,guild_27,carbohydrate,0.5663368765192132,0.018743701304850396
72942.212.1_72942.6.1_Mesorhizobium_HB07_2558860968.assembly,guild_28,carbohydrate,0.6732710850244282,0.018737832336058087
72942.212.1_72942.60.1_Solirubrobacter_HD82_2522572155.assembly,guild_29,carbohydrate,0.4578597691658999,0.010960905452950333
72942.212.1_72942.61.1_Burkholderia_HA54_2522572104.assembly,guild_30,carbohydrate,0.4782435421401413,0.003586121557761102
72942.212.1_72942.62.1_Bradyrhizobium_HA02_2522572128.assembly,guild_31,carbohydrate,0.4858943663727697,0.009891044008523147
72942.212.1_72942.63.1_Caulobacter_HA33_2522572103.assembly,guild_32,carbohydrate,0.6056102564056327,0.0021681097442070676
72942.212.1_72942.65.1_Flavobacterium_HB58_2522572102.assembly,guild_33,carbohydrate,0.6487667913746605,0.0029672620575686023
72942.212.1_72942.66.1_Mycobacterium_HD25_2522572101.assembly,guild_34,carbohydrate,0.24570712830986555,0.013132854729802352
72942.212.1_72942.7.1_Nocardioides_HA32_2558860165.assembly,guild_35,carbohydrate,0.37293551390382373,0.019107277238463012
72942.212.1_72942.76.1_Mesorhizobium_HA56_2522572099.assembly,guild_36,carbohydrate,0.689099515275737,0.003218570778808456
72942.212.1_72942.77.1_Microbacterium_HA36_2522572100.assembly,guild_37,carbohydrate,0.5407665864103122,0.0029599103565627954
72942.212.1_72942.8.1_Micromonosporaceae_HE70_2558860141.assembly,guild_38,carbohydrate,0.5482697980877888,0.001675858894786194
72942.212.1_72942.9.1_Rhodospirillales_HD17_2590828823.assembly,guild_39,carbohydrate,0.565246625480825,0.009425166294479067
72942.212.1_72942.10.1_Streptomyces_HA41_2561511090.assembly,guild_1,aromatic acid,0.45947690647831574,0.0017257576925314732
72942.212.1_72942.11.1_Solirubrobacterales_HD59_2558860160.assembly,guild_2,aromatic acid,0.4050113314544924,0.0012687773370314848
72942.212.1_72942.2.1_Geodermatophilaceae_HB48_2562617054.assembly,guild_3,aromatic acid,0.3972597368909876,0.0014000056331728698
72942.212.1_72942.22.1_Dongia_HE60_2556921676.assembly,guild_4,aromatic acid,0.22832985617788976,0.01116890231528848
72942.212.1_72942.23.1_Intrasporangiaceae_HB13_2558309151.assembly,guild_5,aromatic acid,0.4999929305970702,0.0019294560613041267
72942.212.1_72942.24.1_Cellulomonas_HE23_2556921112.assembly,guild_6,aromatic acid,0.34493026127029897,0.0015251302301618284
72942.212.1_72942.25.1_Geodermatophilaceae_HA31_2556921099.assembly,guild_7,aromatic acid,0.48431870088076284,0.0016412129853569017
72942.212.1_72942.26.1_Sphingomonas_HD57_2556921109.assembly,guild_8,aromatic acid,0.21505211089577486,0.017495226699119404
72942.212.1_72942.27.1_Staphylococcus_HA57_2556921095.assembly,guild_9,aromatic acid,0.1642639036059496,0.023033133667320512
72942.212.1_72942.28.1_Mycobacterium_HB44_2556921043.assembly,guild_10,aromatic acid,0.4557627823481545,0.018398007267265957
72942.212.1_72942.3.1_Blastococcus_HD36_2561511235.assembly,guild_11,aromatic acid,0.48959847855242783,0.0016283706903885403
72942.212.1_72942.31.1_Mesorhizobium_HC08_2556921042.assembly,guild_12,aromatic acid,0.4574562006068366,0.019864757951248757
72942.212.1_72942.37.1_Pseudomonas_HB15_2556921040.assembly,guild_13,aromatic acid,0.4264336979107754,0.0034699664918429224
72942.212.1_72942.38.1_Paenibacillus_HA14_2556921041.assembly,guild_14,aromatic acid,0.43013580547846164,0.002044746763376957
72942.212.1_72942.39.1_Acidobacteria_HE68_2556921018.assembly,guild_15,aromatic acid,0.05261563878147342,0.008510994117418513
72942.212.1_72942.4.1_Nocardioides_HA20_2558860971.assembly,guild_16,aromatic acid,0.320845576948968,0.018771364326781666
72942.212.1_72942.40.1_Geodermatophilaceae_HB62_2556921017.assembly,guild_17,aromatic acid,0.33552283294436125,0.001149634604588754
72942.212.1_72942.42.1_Variovorax_HB20_2556921005.assembly,guild_18,aromatic acid,0.3347896125178532,0.01879054704783602
72942.212.1_72942.43.1_Bradyrhizobium_HA13_2546825533.assembly,guild_19,aromatic acid,0.45876421021594316,0.01941544869871549
72942.212.1_72942.44.1_Lysobacter_HA19_2523231029.assembly,guild_20,aromatic acid,0.3687725951657468,0.001365332453037822
72942.212.1_72942.45.1_Rhodospirillales_HD88_2546825534.assembly,guild_21,aromatic acid,0.10846648380855108,0.008458359273352629
72942.212.1_72942.46.1_Comamonadaceae_HA28_2523231025.assembly,guild_22,aromatic acid,0.47187960271614965,0.024660704207783678
72942.212.1_72942.5.1_Bradyrhizobium_HD69_2561511129.assembly,guild_23,aromatic acid,0.3406625242223258,0.016080983952162467
72942.212.1_72942.55.1_Sphingomonas_HD07_2523231013.assembly,guild_24,aromatic acid,0.021757892761541393,0.01490970542671349
72942.212.1_72942.57.1_Cellulomonas_HD24_2522572149.assembly,guild_25,aromatic acid,0.3442877567513608,0.029629479973235107
72942.212.1_72942.58.1_Bacillus_HB09_2522572150.assembly,guild_26,aromatic acid,0.5010250680713819,0.003422977482436352
72942.212.1_72942.59.1_Marmoricola_HB36_2523231010.assembly,guild_27,aromatic acid,0.42117597109679716,0.0014601117754378255
72942.212.1_72942.6.1_Mesorhizobium_HB07_2558860968.assembly,guild_28,aromatic acid,0.45302760166678085,0.01813958248163967
72942.212.1_72942.60.1_Solirubrobacter_HD82_2522572155.assembly,guild_29,aromatic acid,0.37799370880118277,0.01688088212715729
72942.212.1_72942.61.1_Burkholderia_HA54_2522572104.assembly,guild_30,aromatic acid,0.34161556037071716,0.001256252923691734
72942.212.1_72942.62.1_Bradyrhizobium_HA02_2522572128.assembly,guild_31,aromatic acid,0.4673962896429394,0.02214724964634126
72942.212.1_72942.63.1_Caulobacter_HA33_2522572103.assembly,guild_32,aromatic acid,0.3959533247888772,0.020762249482842065
72942.212.1_72942.65.1_Flavobacterium_HB58_2522572102.assembly,guild_33,aromatic acid,0.4706859007944313,0.0020942170704298583
72942.212.1_72942.66.1_Mycobacterium_HD25_2522572101.assembly,guild_34,aromatic acid,0.30811525396020406,0.02422219073751362
72942.212.1_72942.7.1_Nocardioides_HA32_2558860165.assembly,guild_35,aromatic acid,0.2826181329215485,0.02163243603229885
72942.212.1_72942.76.1_Mesorhizobium_HA56_2522572099.assembly,guild_36,aromatic acid,0.4564078679659992,0.0186397482516596
72942.212.1_72942.77.1_Microbacterium_HA36_2522572100.assembly,guild_37,aromatic acid,0.37805174995266017,0.002092937830025814
72942.212.1_72942.8.1_Micromonosporaceae_HE70_2558860141.assembly,guild_38,aromatic acid,0.3790821347236937,0.0011483473389300586
72942.212.1_72942.9.1_Rhodospirillales_HD17_2590828823.assembly,guild_39,aromatic acid,0.397537725995684,0.010362288580036353
72942.212.1_72942.10.1_Streptomyces_HA41_2561511090.assembly,guild_1,free amino acids,0.5722265212590695,0.0020668848514048283
72942.212.1_72942.11.1_Solirubrobacterales_HD59_2558860160.assembly,guild_2,free amino acids,0.4978249557733443,0.0014894829260203495
72942.212.1_72942.2.1_Geodermatophilaceae_HB48_2562617054.assembly,guild_3,free amino acids,0.4976383269011007,0.1468706643807897
72942.212.1_72942.22.1_Dongia_HE60_2556921676.assembly,guild_4,free amino acids,0.45746271918407044,0.001332699454977268
72942.212.1_72942.23.1_Intrasporangiaceae_HB13_2558309151.assembly,guild_5,free amino acids,0.6036603548045965,0.0022482330556965625
72942.212.1_72942.24.1_Cellulomonas_HE23_2556921112.assembly,guild_6,free amino acids,0.463952185768028,0.001777187009372251
72942.212.1_72942.25.1_Geodermatophilaceae_HA31_2556921099.assembly,guild_7,free amino acids,0.6016629346478403,0.10624018389327296
72942.212.1_72942.26.1_Sphingomonas_HD57_2556921109.assembly,guild_8,free amino acids,0.45876221088634495,0.0013973239104719197
72942.212.1_72942.27.1_Staphylococcus_HA57_2556921095.assembly,guild_9,free amino acids,0.42018615517849134,0.001565890335917797
72942.212.1_72942.28.1_Mycobacterium_HB44_2556921043.assembly,guild_10,free amino acids,0.5912024663764754,0.0016638960069918953
72942.212.1_72942.3.1_Blastococcus_HD36_2561511235.assembly,guild_11,free amino acids,0.5927225657468025,0.0018988970855037398
72942.212.1_72942.31.1_Mesorhizobium_HC08_2556921042.assembly,guild_12,free amino acids,0.5934248188252618,0.001748117720217431
72942.212.1_72942.37.1_Pseudomonas_HB15_2556921040.assembly,guild_13,free amino acids,0.5940714260713085,0.004056411091131439
72942.212.1_72942.38.1_Paenibacillus_HA14_2556921041.assembly,guild_14,free amino acids,0.5562119754803968,0.0024117553567963358
72942.212.1_72942.39.1_Acidobacteria_HE68_2556921018.assembly,guild_15,free amino acids,0.5874556177122241,0.001702928390751193
72942.212.1_72942.4.1_Nocardioides_HA20_2558860971.assembly,guild_16,free amino acids,0.44870791267341315,0.0013790559851383911
72942.212.1_72942.40.1_Geodermatophilaceae_HB62_2556921017.assembly,guild_17,free amino acids,0.4166390113235014,0.001341091222281914
72942.212.1_72942.42.1_Variovorax_HB20_2556921005.assembly,guild_18,free amino acids,0.44828862814807385,0.0012926064441964435
72942.212.1_72942.43.1_Bradyrhizobium_HA13_2546825533.assembly,guild_19,free amino acids,0.5900117042420769,0.0016647061073546828
72942.212.1_72942.44.1_Lysobacter_HA19_2523231029.assembly,guild_20,free amino acids,0.471442390512987,0.0015901397868785783
72942.212.1_72942.45.1_Rhodospirillales_HD88_2546825534.assembly,guild_21,free amino acids,0.30658246482294377,0.0008492999546220353
72942.212.1_72942.46.1_Comamonadaceae_HA28_2523231025.assembly,guild_22,free amino acids,0.5923901175206221,0.0018589260995483842
72942.212.1_72942.5.1_Bradyrhizobium_HD69_2561511129.assembly,guild_23,free amino acids,0.4575020994991801,0.0012874753161823435
72942.212.1_72942.55.1_Sphingomonas_HD07_2523231013.assembly,guild_24,free amino acids,0.38804298917630903,0.0011805085195230641
72942.212.1_72942.57.1_Cellulomonas_HD24_2522572149.assembly,guild_25,free amino acids,0.4669017586035934,0.0016830120462296974
72942.212.1_72942.58.1_Bacillus_HB09_2522572150.assembly,guild_26,free amino acids,0.6326860510620156,0.0039914803963172416
72942.212.1_72942.59.1_Marmoricola_HB36_2523231010.assembly,guild_27,free amino acids,0.5308200868093331,0.001700389751332514
72942.212.1_72942.6.1_Mesorhizobium_HB07_2558860968.assembly,guild_28,free amino acids,0.5929855203424129,0.00181500652873805
72942.212.1_72942.60.1_Solirubrobacter_HD82_2522572155.assembly,guild_29,free amino acids,0.4739349742917956,0.0013971720780583895
72942.212.1_72942.61.1_Burkholderia_HA54_2522572104.assembly,guild_30,free amino acids,0.4603628754476173,0.001486265872023182
72942.212.1_72942.62.1_Bradyrhizobium_HA02_2522572128.assembly,guild_31,free amino acids,0.5898594330832775,0.0016931669329761701
72942.212.1_72942.63.1_Caulobacter_HA33_2522572103.assembly,guild_32,free amino acids,0.5328111713391074,0.001780335329257371
72942.212.1_72942.65.1_Flavobacterium_HB58_2522572102.assembly,guild_33,free amino acids,0.5779183491178567,0.0024433874023831272
72942.212.1_72942.66.1_Mycobacterium_HD25_2522572101.assembly,guild_34,free amino acids,0.4406571336312655,0.0013897749974453488
72942.212.1_72942.7.1_Nocardioides_HA32_2558860165.assembly,guild_35,free amino acids,0.3998391595126216,0.0012408010561738856
72942.212.1_72942.76.1_Mesorhizobium_HA56_2522572099.assembly,guild_36,free amino acids,0.5895577714248015,0.0017901345667179372
72942.212.1_72942.77.1_Microbacterium_HA36_2522572100.assembly,guild_37,free amino acids,0.5218824150126131,0.0024395337978560354
72942.212.1_72942.8.1_Micromonosporaceae_HE70_2558860141.assembly,guild_38,free amino acids,0.47827741496482956,0.001357058417359956
72942.212.1_72942.9.1_Rhodospirillales_HD17_2590828823.assembly,guild_39,free amino acids,0.5781156974359338,0.001414459916518064
72942.212.1_72942.10.1_Streptomyces_HA41_2561511090.assembly,guild_1,free amino acids,0.21531342694820355,0.000575680919655675
72942.212.1_72942.11.1_Solirubrobacterales_HD59_2558860160.assembly,guild_2,free amino acids,0.1870847149999578,0.0005255066074042629
72942.212.1_72942.2.1_Geodermatophilaceae_HB48_2562617054.assembly,guild_3,free amino acids,0.1857205807164471,0.0006198368961495082
72942.212.1_72942.22.1_Dongia_HE60_2556921676.assembly,guild_4,free amino acids,0.17142032657531445,0.0004837210085451021
72942.212.1_72942.23.1_Intrasporangiaceae_HB13_2558309151.assembly,guild_5,free amino acids,0.22849159032631888,0.0008569772379398844
72942.212.1_72942.24.1_Cellulomonas_HE23_2556921112.assembly,guild_6,free amino acids,0.1753256449763506,0.0006747337574924977
72942.212.1_72942.25.1_Geodermatophilaceae_HA31_2556921099.assembly,guild_7,free amino acids,0.223731114686359,0.0007235426984244015
72942.212.1_72942.26.1_Sphingomonas_HD57_2556921109.assembly,guild_8,free amino acids,0.17216501984140642,0.0005350530580480532
72942.212.1_72942.27.1_Staphylococcus_HA57_2556921095.assembly,guild_9,free amino acids,0.1580901360063402,0.0005965151214277237
72942.212.1_72942.28.1_Mycobacterium_HB44_2556921043.assembly,guild_10,free amino acids,0.22218150420916688,0.00052740748187908
72942.212.1_72942.3.1_Blastococcus_HD36_2561511235.assembly,guild_11,free amino acids,0.22324499554652671,0.0007186475127918872
72942.212.1_72942.31.1_Mesorhizobium_HC08_2556921042.assembly,guild_12,free amino acids,0.22350531730562698,0.0005631447371898449
72942.212.1_72942.37.1_Pseudomonas_HB15_2556921040.assembly,guild_13,free amino acids,0.21582305398217036,0.0014858482053225802
72942.212.1_72942.38.1_Paenibacillus_HA14_2556921041.assembly,guild_14,free amino acids,0.20818936023416074,0.000807842916297471
72942.212.1_72942.39.1_Acidobacteria_HE68_2556921018.assembly,guild_15,free amino acids,0.22004816195297483,0.0005832915437874381
72942.212.1_72942.4.1_Nocardioides_HA20_2558860971.assembly,guild_16,free amino acids,0.168983030403532,0.0005240874327679206
72942.212.1_72942.40.1_Geodermatophilaceae_HB62_2556921017.assembly,guild_17,free amino acids,0.15740774794892984,0.0005052340799085993
72942.212.1_72942.42.1_Variovorax_HB20_2556921005.assembly,guild_18,free amino acids,0.16882787621808817,0.0004438537418980099
72942.212.1_72942.43.1_Bradyrhizobium_HA13_2546825533.assembly,guild_19,free amino acids,0.22166048844617228,0.0005242427817993317
72942.212.1_72942.44.1_Lysobacter_HA19_2523231029.assembly,guild_20,free amino acids,0.17831768157872357,0.0006078796629802265
72942.212.1_72942.45.1_Rhodospirillales_HD88_2546825534.assembly,guild_21,free amino acids,0.11414119615408835,0.0022233980467524766
72942.212.1_72942.46.1_Comamonadaceae_HA28_2523231025.assembly,guild_22,free amino acids,0.22288944155381446,0.0007048455622355992
72942.212.1_72942.5.1_Bradyrhizobium_HD69_2561511129.assembly,guild_23,free amino acids,0.17155003201623958,0.00043752281989466304
72942.212.1_72942.55.1_Sphingomonas_HD07_2523231013.assembly,guild_24,free amino acids,0.14545759833269084,0.0004517122316007059
72942.212.1_72942.57.1_Cellulomonas_HD24_2522572149.assembly,guild_25,free amino acids,0.17635322507345547,0.0006396202077867271
72942.212.1_72942.58.1_Bacillus_HB09_2522572150.assembly,guild_26,free amino acids,0.23607257382343316,0.0015034474840119202
72942.212.1_72942.59.1_Marmoricola_HB36_2523231010.assembly,guild_27,free amino acids,0.20030731957269188,0.0006458922254270968
72942.212.1_72942.6.1_Mesorhizobium_HB07_2558860968.assembly,guild_28,free amino acids,0.22321457335312828,0.0006574730996690794
72942.212.1_72942.60.1_Solirubrobacter_HD82_2522572155.assembly,guild_29,free amino acids,0.1745062762270059,0.0004892646450485781
72942.212.1_72942.61.1_Burkholderia_HA54_2522572104.assembly,guild_30,free amino acids,0.17320738477477754,0.00048130851721305034
72942.212.1_72942.62.1_Bradyrhizobium_HA02_2522572128.assembly,guild_31,free amino acids,0.22151132941006793,0.0005639312490923861
72942.212.1_72942.63.1_Caulobacter_HA33_2522572103.assembly,guild_32,free amino acids,0.20108377326413118,0.0006607930037387962
72942.212.1_72942.65.1_Flavobacterium_HB58_2522572102.assembly,guild_33,free amino acids,0.21821991723302786,0.0009165281267672829
72942.212.1_72942.66.1_Mycobacterium_HD25_2522572101.assembly,guild_34,free amino acids,0.16593928258481255,0.0004907874030345826
72942.212.1_72942.7.1_Nocardioides_HA32_2558860165.assembly,guild_35,free amino acids,0.15113936667355102,0.0004708837848413918
72942.212.1_72942.76.1_Mesorhizobium_HA56_2522572099.assembly,guild_36,free amino acids,0.22145623338620007,0.000637325880192458
72942.212.1_72942.77.1_Microbacterium_HA36_2522572100.assembly,guild_37,free amino acids,0.19624757524689213,0.0009251341398921523
72942.212.1_72942.8.1_Micromonosporaceae_HE70_2558860141.assembly,guild_38,free amino acids,0.179695158659479,0.00043886032108956
72942.212.1_72942.9.1_Rhodospirillales_HD17_2590828823.assembly,guild_39,free amino acids,0.2149922024332832,0.0003283061951881306
72942.212.1_72942.10.1_Streptomyces_HA41_2561511090.assembly,guild_1,free amino acids,0.6112310501772246,0.002226459070563247
72942.212.1_72942.11.1_Solirubrobacterales_HD59_2558860160.assembly,guild_2,free amino acids,0.5319640266019434,0.0015930392050349151
72942.212.1_72942.2.1_Geodermatophilaceae_HB48_2562617054.assembly,guild_3,free amino acids,0.524402110732251,0.001740924300815945
72942.212.1_72942.22.1_Dongia_HE60_2556921676.assembly,guild_4,free amino acids,0.48895541028458106,0.0014239414785508211
72942.212.1_72942.23.1_Intrasporangiaceae_HB13_2558309151.assembly,guild_5,free amino acids,0.644570441689382,0.0023972643378907792
72942.212.1_72942.24.1_Cellulomonas_HE23_2556921112.assembly,guild_6,free amino acids,0.4953741453288767,0.0018954375640131541
72942.212.1_72942.25.1_Geodermatophilaceae_HA31_2556921099.assembly,guild_7,free amino acids,0.6342214357609763,0.0020413464062090905
72942.212.1_72942.26.1_Sphingomonas_HD57_2556921109.assembly,guild_8,free amino acids,0.49051846755708073,0.0014899966194064328
72942.212.1_72942.27.1_Staphylococcus_HA57_2556921095.assembly,guild_9,free amino acids,0.4487808370983393,0.0016701916238269945
72942.212.1_72942.28.1_Mycobacterium_HB44_2556921043.assembly,guild_10,free amino acids,0.6317189767123385,0.0017857090050125862
72942.212.1_72942.3.1_Blastococcus_HD36_2561511235.assembly,guild_11,free amino acids,0.6332716576061939,0.002025396340074112
72942.212.1_72942.31.1_Mesorhizobium_HC08_2556921042.assembly,guild_12,free amino acids,0.633949335915883,0.0018750633229593506
72942.212.1_72942.37.1_Pseudomonas_HB15_2556921040.assembly,guild_13,free amino acids,0.6367497498666967,0.004331152157785569
72942.212.1_72942.38.1_Paenibacillus_HA14_2556921041.assembly,guild_14,free amino acids,0.5942559613870928,0.002583431239239825
72942.212.1_72942.39.1_Acidobacteria_HE68_2556921018.assembly,guild_15,free amino acids,0.6279959732210842,0.0018229624131039534
72942.212.1_72942.4.1_Nocardioides_HA20_2558860971.assembly,guild_16,free amino acids,0.47924832304874304,0.0014709409024535928
72942.212.1_72942.40.1_Geodermatophilaceae_HB62_2556921017.assembly,guild_17,free amino acids,0.44490233308419136,0.0014308776127463316
72942.212.1_72942.42.1_Variovorax_HB20_2556921005.assembly,guild_18,free amino acids,0.478881387604606,0.0013838307153305014
72942.212.1_72942.43.1_Bradyrhizobium_HA13_2546825533.assembly,guild_19,free amino acids,0.6304516494437242,0.0017869433339273372
72942.212.1_72942.44.1_Lysobacter_HA19_2523231029.assembly,guild_20,free amino acids,0.5034984177652466,0.0016956901868440003
72942.212.1_72942.45.1_Rhodospirillales_HD88_2546825534.assembly,guild_21,free amino acids,0.32840835673526686,0.027886192502029672
72942.212.1_72942.46.1_Comamonadaceae_HA28_2523231025.assembly,guild_22,free amino acids,0.6328952886641528,0.00198263409708399
72942.212.1_72942.5.1_Bradyrhizobium_HD69_2561511129.assembly,guild_23,free amino acids,0.4889738313196066,0.0013788311334595486
72942.212.1_72942.55.1_Sphingomonas_HD07_2523231013.assembly,guild_24,free amino acids,0.41546641227212155,0.0012589204811306702
72942.212.1_72942.57.1_Cellulomonas_HD24_2522572149.assembly,guild_25,free amino acids,0.49858211864145874,0.0017949821323846658
72942.212.1_72942.58.1_Bacillus_HB09_2522572150.assembly,guild_26,free amino acids,0.6762736348637683,0.0042573740077136175
72942.212.1_72942.59.1_Marmoricola_HB36_2523231010.assembly,guild_27,free amino acids,0.566925020562207,0.0018135516930642913
72942.212.1_72942.6.1_Mesorhizobium_HB07_2558860968.assembly,guild_28,free amino acids,0.6335256660183539,0.0019390840824418604
72942.212.1_72942.60.1_Solirubrobacter_HD82_2522572155.assembly,guild_29,free amino acids,0.507597538624369,0.001494712455906925
72942.212.1_72942.61.1_Burkholderia_HA54_2522572104.assembly,guild_30,free amino acids,0.49161845076219574,0.0015940141454197396
72942.212.1_72942.62.1_Bradyrhizobium_HA02_2522572128.assembly,guild_31,free amino acids,0.630348707977505,0.00181420644417355
72942.212.1_72942.63.1_Caulobacter_HA33_2522572103.assembly,guild_32,free amino acids,0.5690168145824522,0.001900376927623928
72942.212.1_72942.65.1_Flavobacterium_HB58_2522572102.assembly,guild_33,free amino acids,0.6169615452016181,0.0026067364631050275
72942.212.1_72942.66.1_Mycobacterium_HD25_2522572101.assembly,guild_34,free amino acids,0.47054906278642833,0.0014861901144526967
72942.212.1_72942.7.1_Nocardioides_HA32_2558860165.assembly,guild_35,free amino acids,0.4269615867635538,0.0013235773493749724
72942.212.1_72942.76.1_Mesorhizobium_HA56_2522572099.assembly,guild_36,free amino acids,0.6300569846873749,0.0019136974945985214
72942.212.1_72942.77.1_Microbacterium_HA36_2522572100.assembly,guild_37,free amino acids,0.5572374010834685,0.002601747513987582
72942.212.1_72942.8.1_Micromonosporaceae_HE70_2558860141.assembly,guild_38,free amino acids,0.5110339419838473,0.0014556149929380322
72942.212.1_72942.9.1_Rhodospirillales_HD17_2590828823.assembly,guild_39,free amino acids,0.6184363485329127,0.0015309618092968539
72942.212.1_72942.10.1_Streptomyces_HA41_2561511090.assembly,guild_1,nucleic acid component,0.22383355209599673,0.014398166378863172
72942.212.1_72942.11.1_Solirubrobacterales_HD59_2558860160.assembly,guild_2,nucleic acid component,NaN,0.007661574468034777
72942.212.1_72942.2.1_Geodermatophilaceae_HB48_2562617054.assembly,guild_3,nucleic acid component,0.2276464079131208,0.019260941635752572
72942.212.1_72942.22.1_Dongia_HE60_2556921676.assembly,guild_4,nucleic acid component,NaN,0.007340262656501578
72942.212.1_72942.23.1_Intrasporangiaceae_HB13_2558309151.assembly,guild_5,nucleic acid component,0.29851385868396924,0.020404593055123287
72942.212.1_72942.24.1_Cellulomonas_HE23_2556921112.assembly,guild_6,nucleic acid component,0.19262189388125983,0.021712422472710914
72942.212.1_72942.25.1_Geodermatophilaceae_HA31_2556921099.assembly,guild_7,nucleic acid component,0.26914675853720715,0.015200237722122277
72942.212.1_72942.26.1_Sphingomonas_HD57_2556921109.assembly,guild_8,nucleic acid component,NaN,0.015461291066634221
72942.212.1_72942.27.1_Staphylococcus_HA57_2556921095.assembly,guild_9,nucleic acid component,0.11595907131483102,0.023085791045838428
72942.212.1_72942.28.1_Mycobacterium_HB44_2556921043.assembly,guild_10,nucleic acid component,0.08894895991282678,0.007586919171632014
72942.212.1_72942.3.1_Blastococcus_HD36_2561511235.assembly,guild_11,nucleic acid component,0.20657824161919613,0.013419490355198564
72942.212.1_72942.31.1_Mesorhizobium_HC08_2556921042.assembly,guild_12,nucleic acid component,NaN,0.008203929682084627
72942.212.1_72942.37.1_Pseudomonas_HB15_2556921040.assembly,guild_13,nucleic acid component,0.2789687150136551,0.002483980031169103
72942.212.1_72942.38.1_Paenibacillus_HA14_2556921041.assembly,guild_14,nucleic acid component,0.24296244396036307,0.0180445079483101
72942.212.1_72942.39.1_Acidobacteria_HE68_2556921018.assembly,guild_15,nucleic acid component,0.03285788313590551,0.008518472545525325
